"Sex","Race/Ethnicity","First Year","Last Year","Cause of Injury","Disp","ageRangLo","ageRangHi","Age in Years","Year","Injuries","Population","records","suppressed","cv","Number of$Cases (Sample)","Standard$Error","CV","Lower 95%$Confidence$Limit","Upper 95%$Confidence$Limit","ageadj"
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".","72,356",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".","50,680",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020","84507","1,168,898","1192",".","0.184","1192","15586","18.4","53959","115055","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020","47161","893,066","559",".","0.147","559","6917","14.7","33604","60719","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".","115,930",".","1",".",".",".",".",".",".","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".","96,140",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".","63,762",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020","169112","2,147,097","2333",".","0.185","2333","31217","18.5","107926","230297","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020","95452","1,695,975","1123",".","0.147","1123","14017","14.7","67979","122925","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020",".","187,509",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020",".","158,541",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020",".","105,072",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020","71622","963,155","1009",".","0.172","1009","12290","17.2","47534","95711","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020","40912","774,605","475",".","0.144","475","5908","14.4","29332","52492","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020",".","74,581",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020",".","67,135",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020",".","46,834",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020","97489","1,183,942","1324",".","0.197","1324","19186","19.7","59884","135095","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020","54540","921,370","648",".","0.153","648","8337","15.3","38200","70881","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020","4690","112,928","91",".","0.298","91","1399","29.8","1949","7431","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020",".","91,406",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020",".","58,238",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","77","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020","151115","1,839,828","2156",".","0.179","2156","27037","17.9","98122","204109","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020","82627","1,435,208","1004",".","0.14","1004","11561","14","59967","105286","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020","8258","164,499","174",".","0.283","174","2335","28.3","3682","12834","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020",".","141,610",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020",".","98,511",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020","63123","816,776","924",".","0.204","924","12886","20.4","37867","88379","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020","33407","648,843","407",".","0.166","407","5532","16.6","22564","44250","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020","3598","65,041","78",".","0.227","78","816","22.7","1999","5197","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020",".","59,728",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020",".","43,164",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020","87993","1,023,052","1232",".","0.165","1232","14490","16.5","59593","116392","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020","49220","786,365","597",".","0.131","597","6472","13.1","36535","61905","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020",".","99,458",".","1",".",".",".",".",".",".","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020",".","81,882",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020",".","55,347",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","78","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020","142464","1,649,916","1963",".","0.196","1963","27854","19.6","87871","197058","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020","79305","1,278,249","972",".","0.141","972","11209","14.1","57334","101275","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020","7439","150,684","149",".","0.266","149","1977","26.6","3563","11314","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020",".","131,094",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020",".","89,889",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020","61600","722,766","863",".","0.206","863","12681","20.6","36745","86455","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020","35321","570,566","430",".","0.157","430","5534","15.7","24474","46168","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020","3085","58,096","59",".","0.255","59","786","25.5","1545","4626","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020",".","54,713",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020",".","39,391",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020","80864","927,150","1100",".","0.192","1100","15509","19.2","50467","111261","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020","43984","707,683","542",".","0.142","542","6225","14.2","31783","56185","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020",".","92,588",".","1",".",".",".",".",".",".","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020",".","76,381",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020",".","50,498",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","79","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020","137448","1,526,957","1891",".","0.194","1891","26667","19.4","85182","189715","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020","74336","1,174,789","902",".","0.142","902","10551","14.2","53656","95015","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020","7345","141,968","143",".","0.258","143","1895","25.8","3631","11059","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020",".","124,656",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020",".","85,544",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020","60526","663,256","816",".","0.216","816","13078","21.6","34894","86159","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020","31854","519,540","379",".","0.138","379","4410","13.8","23209","40498","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020","3202","54,325","61",".","0.253","61","810","25.3","1616","4789","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020",".","51,798",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020",".","37,593",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020","76922","863,701","1075",".","0.18","1075","13837","18","49802","104042","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020","42482","655,249","523",".","0.152","523","6454","15.2","29831","55132","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020","4143","87,643","82",".","0.291","82","1206","29.1","1779","6506","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020",".","72,858",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020",".","47,951",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","80","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020","130830","1,400,392","1804",".","0.188","1804","24539","18.8","82733","178927","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020","71244","1,086,591","849",".","0.149","849","10606","14.9","50455","92032","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020","6248","124,833","127",".","0.296","127","1851","29.6","2619","9876","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020",".","113,332",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020",".","75,636",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020","54469","604,941","745",".","0.214","745","11674","21.4","31588","77351","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020","29500","477,446","344",".","0.171","344","5049","17.1","19603","39396","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020",".","47,584",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020",".","46,725",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020",".","33,186",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","81","2020","76361","795,451","1059",".","0.173","1059","13205","17.3","50478","102243","."
